cust_id;model1;model2;boughtItemsTotal;itemOneTotal;itemTwoTotal;itemThreeTotal;Visits2014;itemOneTotal2014;itemTwoTotal2014;itemThreeTotal2014;Visits2013;itemOneTotal2013;itemTwoTotal2013;itemThreeTotal2013;boughtItem_03;boughtItem_02;boughtItem_01;date_lastVisit;daysSinceVisit;boughtItem;numVisitsL1M;numVisitsL3M;numVisitsL6M;numVisits_trendL3M;fractionItemOneL1M;fractionItemOneTwoThreeL1M;fractionItemOneL3M;fractionItemOneTwoThreeL3M;fractionItemOneL6M;fractionItemOneTwoThreeL6M;numItemOne_trendL3M
176;10;91;17;7;4;2;3;3;0;0;14;4;4;2;1;1;1;140430;25;2;1;4;5;4;1;1;0.75;0.75;0.8;0.8;0.9375
177;30;49;77;21;7;6;8;3;0;1;9;2;1;1;1;3;1;140720;27;3;1;5;8;1.666666667;1;1;0.4;0.6;0.375;0.5;1.066666667
178;8;81;41;21;2;5;1;1;0;0;9;2;0;1;0;1;str;140720;27;0;1;2;2;0;0;0;0.5;0.5;0.5;0.5;1
179;21;42;99;58;16;6;4;2;1;0;16;4;5;0;1;2;5;140729;18;0;1;5;5;0;0;0;0.4;0.6;0.4;0.6;1
180;2;220;33;11;9;8;7;0;4;1;11;4;2;3;0;2;5;140713;34;1;0;4;7;1.333333333;0;0;0;0.5;0;0.714285714;0
181;18;33;41;10;6;8;12;4;1;4;10;2;2;0;2;1;1;140731;16;0;2;6;11;1.2;1;1;0.333333333;0.833333333;0.363636364;0.818181818;0.916666667
182;3;209;12;5;1;0;7;2;0;0;5;3;1;0;1;1;7;140720;27;5;1;3;6;1;0;0;0.666666667;0.666666667;0.333333333;0.333333333;2
183;4;126;20;2;4;4;9;1;2;1;11;1;2;3;0;2;0;140808;8;0;3;6;9;2;0;0.333333333;0;0.333333333;0.111111111;0.444444444;0
184;2;251;21;4;5;1;8;3;1;0;9;1;4;1;5;1;0;140802;14;d;1;5;9;1.25;0;0;0.4;0.4;0.333333333;0.444444444;1.2
185;13;63;13;3;3;2;6;2;1;2;7;1;2;0;2;3;1;140802;14;0;2;4;7;1.333333333;0.5;1;0.25;0.75;0.285714286;0.714285714;0.875
186;2;296;18;5;4;1;8;2;2;0;5;1;0;1;0;0;1;140726;21;0;1;3;8;0.6;1;1;0.333333333;0.333333333;0.25;0.5;1.333333333
187;2;80;18;4;4;0;7;1;2;0;11;3;2;0;4;2;1;140723;24;0;1;4;7;1.333333333;1;1;0.25;0.5;0.142857143;0.428571429;1.75
188;1;377;18;4;3;2;5;2;1;0;13;2;2;2;1;1;d;140720;27;4;1;2;4;1;0;0;0.5;0.5;0.5;0.75;1
189;8;68;15;5;3;1;6;3;2;1;5;1;0;0;2;1;3;140731;16;2;1;3;6;1;0;1;0.333333333;1;0.333333333;0.833333333;1
190;57;21;18;8;1;1;6;4;0;0;6;2;0;1;1;1;1;140802;14;1;2;4;7;1.333333333;1;1;1;1;0.571428571;0.571428571;1.75
191;0;999;27;4;3;3;15;2;2;2;10;2;1;1;4;0;4;140802;14;0;2;8;12;2;0;0;0.125;0.5;0.083333333;0.333333333;1.5
192;0;999;34;2;5;2;14;2;3;1;16;0;1;1;6;1;2;140723;24;6;1;8;14;1.333333333;0;1;0.125;0.375;0.142857143;0.428571429;0.875
193;8;93;6;5;1;0;4;3;1;0;2;2;0;0;1;1;2;140802;14;3;1;4;4;0;0;1;0.75;1;0.75;1;1
194;19;56;26;7;3;1;5;4;0;0;10;2;1;1;1;1;1;140802;14;3;2;5;6;5;1;1;0.8;0.8;0.666666667;0.666666667;1.2
195;12;57;17;4;4;2;4;0;1;0;6;2;0;1;0;6;2;140802;14;0;2;2;4;1;0;0.5;0;0.5;0;0.25;0
196;18;59;29;4;2;3;9;3;1;1;6;1;0;0;4;4;1;140719;28;2;1;3;6;1;1;1;0.333333333;0.333333333;0.333333333;0.5;1
197;5;107;29;6;6;4;7;0;3;0;9;3;1;1;2;0;0;140802;14;0;2;5;7;2.5;0;0;0;0.6;0;0.428571429;0
198;6;104;25;3;3;2;9;2;1;0;11;0;2;0;2;0;0;140802;14;4;2;5;10;1;0;0;0.2;0.4;0.2;0.3;1
199;2;446;37;9;3;5;7;3;0;0;2;0;0;1;5;1;5;140728;19;0;1;5;8;1.666666667;0;0;0.4;0.4;0.375;0.375;1.066666667
200;15;71;26;7;6;2;4;2;0;0;11;3;3;1;7;1;d;140718;29;5;1;3;4;3;0;0;0.333333333;0.333333333;0.5;0.5;0.666666667
201;2;260;38;7;6;8;14;6;3;2;13;0;2;4;2;1;1;140726;21;0;1;4;11;0.571428571;1;1;0.5;1;0.454545455;0.727272727;1.1
202;4;156;20;6;0;3;9;4;0;1;11;2;0;2;1;3;5;140729;18;6;1;5;9;1.25;0;0;0.4;0.6;0.444444444;0.555555556;0.9
203;13;51;27;6;3;3;7;2;1;1;1;1;0;0;3;1;4;140731;16;1;1;6;6;0;0;0;0.333333333;0.666666667;0.333333333;0.666666667;1
204;2;164;23;6;4;2;5;1;0;1;12;3;4;1;1;3;4;140719;28;0;1;3;4;3;0;0;0.333333333;0.666666667;0.25;0.5;1.333333333
205;1;482;39;5;10;4;9;1;2;1;24;3;5;3;4;2;2;140726;21;0;1;7;9;3.5;0;1;0.142857143;0.571428571;0.111111111;0.444444444;1.285714286
206;3;181;28;4;4;5;9;0;1;2;12;1;2;1;4;2;3;140720;27;6;1;5;9;1.25;0;1;0;0.4;0;0.333333333;0
207;14;54;15;4;6;1;7;2;4;0;8;2;2;1;1;0;2;140729;18;5;1;3;3;0;0;1;0.333333333;0.666666667;0.333333333;0.666666667;1
208;41;30;24;8;8;1;7;3;2;0;12;3;5;1;4;2;2;140720;27;3;1;4;7;1.333333333;0;1;0.25;0.75;0.428571429;0.714285714;0.583333333
209;18;52;15;6;4;1;7;2;1;1;8;4;3;0;1;2;1;140724;23;1;1;4;7;1.333333333;1;1;0.5;0.75;0.285714286;0.571428571;1.75
210;6;165;20;4;4;4;6;1;0;2;14;3;4;2;1;0;3;140727;20;0;1;2;6;0.5;0;1;0;0.5;0.166666667;0.5;0
211;1;322;36;5;3;5;15;3;0;3;17;2;2;1;1;0;1;140806;10;2;2;7;13;1.166666667;0.5;0.5;0.428571429;0.571428571;0.230769231;0.461538462;1.857142857
212;2;438;17;2;3;4;4;0;0;1;13;2;3;3;3;6;0;140711;36;0;0;3;4;3;0;0;0;0.333333333;0;0.25;0
213;3;131;31;9;5;3;8;2;1;2;17;6;3;0;1;3;5;140727;20;0;1;5;8;1.666666667;0;0;0.2;0.6;0.25;0.625;0.8
214;28;35;41;10;6;8;12;4;1;4;10;2;2;0;2;1;1;140731;16;0;2;6;11;1.2;1;1;0.333333333;0.833333333;0.363636364;0.818181818;0.916666667
215;15;39;33;11;9;8;7;0;4;1;11;4;2;3;0;2;5;140713;34;1;0;4;7;1.333333333;0;0;0;0.5;0;0.714285714;0
216;38;42;99;58;16;6;4;2;1;0;16;4;5;0;1;2;5;140729;18;0;1;5;5;0;0;0;0.4;0.6;0.4;0.6;1
217;4;84;41;21;2;5;1;1;0;0;9;2;0;1;0;1;str;140720;27;0;1;2;2;0;0;0;0.5;0.5;0.5;0.5;1
218;5;148;77;21;7;6;8;3;0;1;9;2;1;1;1;3;1;140720;27;3;1;5;8;1.666666667;1;1;0.4;0.6;0.375;0.5;1.066666667
219;8;84;37;15;6;5;11;3;2;3;11;4;3;1;3;2;3;140726;21;3;1;4;9;0.8;0;1;0.25;1;0.222222222;0.777777778;1.125
220;4;149;70;10;9;9;14;0;6;1;21;4;2;4;7;0;2;140726;21;5;1;5;11;0.833333333;0;1;0;0.2;0;0.545454545;0
221;8;81;30;10;2;4;10;4;1;1;15;4;1;3;1;1;4;140726;21;0;1;4;8;1;0;0;0.5;0.75;0.375;0.625;1.333333333
222;7;114;73;20;11;10;8;1;2;1;18;3;5;3;0;2;2;140802;14;0;2;6;7;6;0;1;0.166666667;0.666666667;0.142857143;0.571428571;1.166666667
223;24;32;41;9;6;8;6;1;2;1;15;2;3;3;3;1;str;140729;18;2;1;4;7;1.333333333;0;0;0.25;0.5;0.142857143;0.571428571;1.75
224;1;466;55;6;8;9;9;0;1;3;17;0;0;4;0;6;3;140802;14;4;2;5;6;5;0;0.5;0;0.2;0;0.333333333;0
225;19;93;29;11;8;1;5;2;1;0;7;2;2;0;2;d;1;140806;10;0;2;5;6;5;0.5;0.5;0.4;0.6;0.333333333;0.5;1.2
226;3;221;38;9;3;6;12;5;1;2;10;1;1;1;3;0;6;140809;7;6;2;6;10;1.5;0;0;0.333333333;0.666666667;0.4;0.7;0.833333333
227;3;171;60;18;9;3;16;4;1;2;13;3;2;1;4;1;3;140809;7;0;3;8;12;2;0.333333333;0.666666667;0.25;0.375;0.333333333;0.583333333;0.75
228;13;55;72;17;13;5;8;1;4;1;7;3;1;0;d;1;6;140726;21;1;1;3;7;0.75;0;0;0.333333333;0.333333333;0.142857143;0.714285714;2.333333333
229;11;90;35;9;3;5;3;1;0;1;15;2;1;2;1;3;4;140802;14;0;2;3;3;0;0;0.5;0.333333333;0.666666667;0.333333333;0.666666667;1
230;1;456;30;7;4;5;9;0;2;2;11;2;0;1;2;0;0;140802;14;0;2;5;9;1.25;0;0;0;0.4;0;0.444444444;0
231;3;156;28;5;7;5;5;0;2;0;14;1;4;3;0;2;2;140804;12;0;2;5;5;0;0;1;0;0.4;0;0.4;0
232;62;17;45;9;10;6;10;5;1;2;14;1;4;3;1;1;1;140719;28;1;1;3;7;0.75;1;1;1;1;0.714285714;0.857142857;1.4
233;7;112;21;7;6;2;8;2;5;0;13;5;1;2;2;2;1;140802;14;0;1;5;8;1.666666667;1;1;0.2;1;0.25;0.875;0.8
234;5;140;67;16;14;5;6;1;1;2;0;0;0;0;3;3;5;140729;18;3;2;6;8;3;0;0.5;0.166666667;0.666666667;0.125;0.5;1.333333333
235;4;145;36;15;2;1;12;4;1;1;12;5;1;0;2;1;1;140722;25;4;1;5;9;1.25;1;1;0.4;0.6;0.333333333;0.555555556;1.2
236;0;825;37;2;5;5;10;1;2;2;9;0;0;1;4;0;6;140802;14;0;2;6;10;1.5;0;0;0.166666667;0.333333333;0.1;0.5;1.666666667
237;1;404;45;10;8;8;6;0;1;1;15;3;4;4;5;5;5;140804;12;5;2;5;6;5;0;0;0;0.2;0;0.333333333;0
238;9;79;51;9;9;8;9;5;1;2;2;0;0;0;3;1;1;140804;12;2;2;6;10;1.5;1;1;0.5;0.833333333;0.5;0.8;1
239;1;491;49;11;8;4;14;4;3;3;5;0;1;0;1;3;2;140802;14;0;2;7;13;1.166666667;0;1;0.428571429;0.857142857;0.307692308;0.769230769;1.392857143
240;3;115;46;10;8;5;9;4;1;1;14;2;3;2;1;1;3;140726;21;d;1;4;4;0;0;1;0.5;0.75;0.5;0.75;1
241;2;214;54;7;6;7;11;2;1;0;29;4;2;4;0;2;7;140802;14;d;2;4;8;1;0;0.5;0.25;0.5;0.25;0.375;1
242;3;153;50;12;11;5;11;4;3;1;10;4;1;0;1;2;4;140802;14;6;2;6;9;2;0;0.5;0.166666667;0.833333333;0.222222222;0.666666667;0.75
243;9;57;58;15;12;3;14;4;1;0;24;7;4;1;1;d;0;140830;7;d;1;5;10;1;0;0;0.2;0.2;0.2;0.3;1
244;16;62;41;11;5;3;8;0;1;1;6;2;0;0;2;4;d;140823;14;0;1;4;6;2;0;0;0;0.5;0;0.333333333;0
245;5;144;54;12;12;7;9;2;0;2;16;3;5;0;1;5;6;140823;14;3;1;3;7;0.75;0;0;0.333333333;0.333333333;0.285714286;0.571428571;1.166666667
246;29;37;30;11;8;1;6;2;1;0;7;2;2;0;d;1;0;140816;21;2;1;5;7;2.5;0;0;0.2;0.4;0.285714286;0.428571429;0.7
247;17;41;36;6;8;8;14;3;2;3;12;1;3;3;2;1;4;140820;17;1;1;6;10;1.5;0;0;0.333333333;0.5;0.2;0.5;1.666666667
248;5;118;62;8;7;11;17;1;3;2;17;2;0;6;6;2;3;140823;14;0;2;6;12;1;0;1;0;0.333333333;0.083333333;0.333333333;0
249;1;560;64;11;9;9;14;2;0;3;17;0;3;4;5;3;0;140830;7;0;3;5;12;0.714285714;0;0.333333333;0.2;0.4;0.166666667;0.416666667;1.2
250;1;629;27;4;4;3;13;0;2;1;8;2;2;1;2;0;6;140826;11;0;2;7;13;1.166666667;0;0;0;0.285714286;0;0.230769231;0
251;4;230;60;13;9;8;8;2;0;1;19;4;2;4;5;1;0;140820;17;5;1;6;8;3;0;0;0.166666667;0.333333333;0.25;0.375;0.666666667
252;0;982;90;11;13;8;8;0;1;0;14;1;1;2;0;2;0;140823;14;0;1;4;5;4;0;0;0;0.25;0;0.2;0
253;13;65;62;12;6;11;9;2;0;2;13;3;1;3;1;3;0;140719;49;4;0;4;4;0;0;0;0.25;0.5;0.25;0.5;1
254;1;611;59;6;12;9;10;1;1;1;19;1;2;3;1;6;4;140823;14;6;1;5;10;1;0;0;0.2;0.2;0.1;0.3;2
255;9;71;14;2;2;3;13;2;2;3;1;0;0;0;0;1;5;140826;11;2;2;4;8;1;0.5;0.5;0.25;0.5;0.125;0.5;2
256;17;54;13;2;4;3;7;2;3;1;6;0;1;2;3;0;2;140809;28;3;1;5;7;2.5;0;1;0.4;0.8;0.285714286;0.857142857;1.4
257;0;751;17;2;2;1;5;1;1;1;6;1;0;0;0;0;3;140815;22;0;1;3;3;0;0;1;0;0.333333333;0;0.333333333;0
258;1;314;30;3;3;2;12;1;1;0;16;2;2;2;5;1;0;140829;8;0;2;5;10;1;0.5;0.5;0.2;0.4;0.1;0.2;2
259;1;999;25;2;6;1;13;1;2;0;7;0;3;0;2;0;1;140825;12;d;2;4;9;0.8;0.5;0.5;0.25;0.5;0.111111111;0.333333333;2.25
260;7;87;9;4;1;0;9;4;1;0;0;0;0;0;1;6;1;140813;24;0;1;4;8;1;1;1;0.5;0.5;0.375;0.5;1.333333333
261;1;829;19;2;1;2;17;2;1;2;2;0;0;0;4;1;0;140826;11;5;2;7;13;1.166666667;0.5;0.5;0.142857143;0.285714286;0.076923077;0.230769231;1.857142857
262;2;164;9;1;1;4;8;1;1;4;1;0;0;0;1;0;3;140829;8;4;2;6;8;3;0;0.5;0.166666667;0.666666667;0.125;0.75;1.333333333
263;3;208;23;3;5;2;11;2;4;2;8;1;1;0;3;7;1;140821;16;6;2;4;8;1;0.5;0.5;0.5;0.75;0.25;0.75;2
264;58;16;9;4;0;1;6;4;0;1;3;0;0;0;1;1;3;140826;11;1;1;5;7;2.5;0;1;0.6;0.8;0.571428571;0.714285714;1.05
265;1;801;17;4;2;0;10;2;2;0;7;2;0;0;6;4;str;140817;20;0;1;7;11;1.75;0;0;0.285714286;0.285714286;0.181818182;0.363636364;1.571428571
266;0;920;15;3;2;3;13;3;1;3;0;0;0;0;1;0;1;140825;12;0;1;3;9;0.5;1;1;0.666666667;0.666666667;0.333333333;0.777777778;2
267;6;84;19;3;3;9;12;2;1;7;7;1;2;2;1;3;3;140820;17;3;1;7;12;1.4;0;1;0.142857143;0.714285714;0.166666667;0.583333333;0.857142857
268;0;843;14;4;0;2;8;1;0;2;6;3;0;0;0;4;1;140822;15;0;2;4;8;1;0.5;0.5;0.25;0.5;0.125;0.375;2
269;3;236;8;4;0;1;8;4;0;1;0;0;0;0;0;3;str;140811;26;0;1;5;7;2.5;0;0;0.2;0.4;0.285714286;0.428571429;0.7
270;1;438;6;2;3;0;6;2;3;0;0;0;0;0;d;2;2;140803;34;5;0;3;7;0.75;0;0;0;0.666666667;0.285714286;0.714285714;0
271;7;83;15;4;4;2;7;3;0;2;8;1;4;0;5;1;1;140823;14;6;2;7;7;0;1;1;0.428571429;0.714285714;0.428571429;0.714285714;1
272;2;220;10;2;3;0;10;2;3;0;0;0;0;0;2;d;5;140820;17;d;1;5;9;1.25;0;0;0;0.4;0.222222222;0.555555556;0
273;9;85;19;4;4;0;8;1;2;0;11;3;2;0;2;1;0;140816;21;0;1;4;8;1;0;0;0.25;0.5;0.125;0.375;2
274;3;241;40;4;11;2;15;2;6;0;16;2;4;1;1;2;2;140817;20;0;1;5;11;0.833333333;0;1;0.4;1;0.181818182;0.636363636;2.2
275;7;134;22;4;5;1;9;3;1;0;9;1;4;1;1;0;d;140816;21;0;1;4;10;0.666666667;0;0;0.25;0.25;0.3;0.4;0.833333333
276;34;27;25;4;3;1;11;2;1;0;14;2;2;1;1;4;4;140826;11;1;1;4;10;0.666666667;0;0;0.25;0.25;0.2;0.3;1.25
277;8;104;20;4;3;2;7;2;1;0;13;2;2;2;d;4;5;140826;11;0;2;4;6;2;0;0;0.25;0.25;0.333333333;0.5;0.75
278;8;111;28;9;4;4;12;4;2;2;8;2;2;0;5;1;2;140815;22;3;2;5;10;1;0.5;1;0.2;0.8;0.3;0.7;0.666666667
279;1;746;28;5;4;1;7;2;1;0;10;2;1;1;2;str;1;140824;13;0;2;4;6;2;0.5;0.5;0.25;0.5;0.333333333;0.5;0.75
280;2;327;15;3;3;2;8;2;1;2;7;1;2;0;1;0;5;140826;11;0;2;5;9;1.25;0;0;0.2;0.6;0.222222222;0.555555556;0.9
281;1;526;38;9;3;5;8;3;0;0;2;0;0;1;1;5;0;140816;21;5;1;4;9;0.8;0;0;0.25;0.25;0.333333333;0.333333333;0.75
282;24;28;16;5;4;1;7;3;3;1;5;1;0;0;1;3;2;140816;21;2;1;4;6;2;0;1;0.25;1;0.166666667;0.833333333;1.5
283;3;265;12;4;2;0;7;0;2;0;5;4;0;0;0;0;0;140826;11;4;2;3;5;1.5;0;0;0;0;0;0.2;0
284;0;982;49;5;6;4;7;1;3;0;18;1;3;0;2;5;2;140820;17;6;1;4;7;1.333333333;0;1;0;0.5;0.142857143;0.571428571;0
285;1;746;64;4;9;11;13;1;5;1;10;0;1;4;1;3;2;140829;8;0;1;5;10;1;0;1;0.2;0.6;0.1;0.5;2
286;5;162;15;5;3;1;8;2;2;0;7;3;1;1;2;0;1;140829;8;7;1;3;6;1;1;1;0.333333333;0.666666667;0.166666667;0.5;2
287;17;49;18;5;3;1;9;3;3;1;6;2;0;0;1;1;1;140813;24;1;1;4;8;1;1;1;0.75;1;0.375;0.875;2
288;2;340;20;3;1;3;12;2;1;1;8;1;0;2;1;0;3;140826;11;d;1;4;8;1;0;1;0.25;0.5;0.125;0.25;2
289;0;999;69;1;8;9;12;0;0;3;19;0;4;1;4;6;0;140823;14;0;1;5;9;1.25;0;0;0;0.2;0;0.222222222;0
290;41;23;37;5;4;5;16;3;1;3;17;2;2;1;0;1;2;140816;21;d;1;6;13;0.857142857;0;1;0.5;0.666666667;0.230769231;0.538461538;2.166666667
291;1;999;36;7;4;1;14;4;0;0;18;3;3;0;1;0;4;140819;18;5;1;5;10;1;0;0;0.4;0.4;0.3;0.3;1.333333333
292;3;131;22;3;5;2;3;0;1;0;14;2;4;2;2;0;7;140712;56;0;0;3;4;3;0;0;0;0.333333333;0;0.25;0
293;8;76;17;4;6;1;9;2;4;0;8;2;2;1;2;5;5;140827;10;2;2;4;4;0;0;0;0;0.25;0;0.25;0
294;0;999;29;5;4;5;10;1;1;2;14;2;2;2;0;2;3;140828;9;3;2;4;10;0.666666667;0;1;0;0.5;0.1;0.4;0
295;0;999;87;5;6;9;16;0;1;4;27;2;3;2;3;3;0;140827;10;0;2;6;13;0.857142857;0;0.5;0;0.666666667;0;0.384615385;0
296;0;842;34;5;7;2;9;1;2;1;3;0;0;0;0;6;2;140819;18;0;1;4;10;0.666666667;0;1;0;0.25;0.1;0.4;0
297;4;208;26;6;3;0;13;3;2;0;13;3;1;0;0;2;1;140829;8;4;1;5;8;1.666666667;1;1;0.2;0.6;0.125;0.375;1.6
298;4;138;41;14;5;6;9;2;1;1;15;6;3;2;0;0;1;140819;18;0;2;6;9;2;0.5;0.5;0.166666667;0.5;0.111111111;0.333333333;1.5
299;18;38;28;7;3;6;7;4;0;1;5;0;2;0;7;1;3;140819;18;1;1;2;4;1;0;1;0.5;1;0.25;0.5;2
300;10;69;37;9;7;5;17;5;5;1;14;4;0;2;1;5;1;140813;24;6;1;7;13;1.166666667;1;1;0.571428571;0.571428571;0.307692308;0.692307692;1.857142857
301;6;192;23;9;7;1;13;4;5;1;10;5;2;0;4;2;2;140816;21;0;1;5;9;1.25;0;1;0;0.6;0.222222222;0.666666667;0
302;9;77;34;8;4;4;13;3;2;2;9;1;2;0;1;3;1;140823;14;d;2;7;14;1;0.5;1;0.285714286;0.571428571;0.214285714;0.5;1.333333333
303;2;380;47;3;10;8;15;2;3;3;16;0;3;3;6;2;4;140823;14;2;1;7;11;1.75;0;0;0.142857143;0.428571429;0.090909091;0.454545455;1.571428571
304;3;173;58;4;9;4;16;0;4;2;25;3;5;1;2;4;2;140827;10;5;2;5;11;0.833333333;0;0.5;0;0.4;0;0.454545455;0
305;0;999;35;8;6;2;11;3;3;1;9;1;0;0;3;1;7;140821;16;0;2;6;10;1.5;0.5;0.5;0.333333333;0.833333333;0.3;0.7;1.111111111
306;4;177;16;6;1;1;8;2;0;1;8;4;1;0;4;6;3;140826;11;0;1;5;9;1.25;0;1;0.2;0.4;0.222222222;0.333333333;0.9
307;38;28;20;9;4;0;7;4;1;0;3;0;0;0;1;1;5;140820;17;3;1;3;5;1.5;0;0;0.666666667;0.666666667;0.6;0.8;1.111111111
308;1;416;44;8;7;4;15;2;2;1;11;2;0;0;4;5;2;140816;21;4;1;5;11;0.833333333;0;1;0;0.2;0.090909091;0.272727273;0
309;9;76;27;4;7;3;10;1;3;1;17;3;4;2;1;d;d;140826;11;0;1;6;10;1.5;0;0;0.166666667;0.333333333;0.1;0.5;1.666666667
310;1;455;78;15;3;4;12;3;0;1;13;0;1;0;4;str;str;140831;6;0;2;6;11;1.2;0;0;0;0.166666667;0;0.090909091;0
311;19;44;32;10;7;1;9;2;1;0;12;3;3;0;1;2;4;140820;17;1;1;6;9;2;0;0;0.333333333;0.5;0.222222222;0.333333333;1.5
312;17;51;31;14;6;1;6;1;3;0;2;1;1;0;2;2;1;140823;14;2;1;5;6;5;1;1;0.2;0.8;0.166666667;0.666666667;1.2
313;2;284;74;17;9;12;12;3;0;1;18;4;2;4;4;3;4;140823;14;0;1;7;12;1.4;0;0;0.428571429;0.571428571;0.25;0.333333333;1.714285714
314;35;36;35;12;10;1;9;3;2;0;13;4;3;1;2;0;str;140820;17;0;1;4;10;0.666666667;0;0;0.25;0.5;0.3;0.5;0.833333333
315;7;82;58;24;10;6;10;3;3;2;10;1;1;2;2;2;1;140829;8;4;1;6;11;1.2;1;1;0.333333333;0.833333333;0.272727273;0.727272727;1.222222222
316;0;999;101;24;15;7;4;0;1;0;11;0;1;2;4;0;2;140825;12;6;2;5;5;0;0;0.5;0;0.2;0;0.2;0
317;2;250;42;9;7;8;7;1;3;1;15;2;3;3;1;str;2;140816;21;0;1;4;8;1;0;1;0.25;0.75;0.125;0.625;2
318;5;90;44;19;5;3;9;1;2;0;7;3;1;2;0;0;0;140823;14;5;1;5;9;1.25;0;0;0.2;0.2;0.111111111;0.333333333;1.8
319;11;45;47;15;10;3;9;4;1;1;16;5;5;1;1;4;0;140820;17;0;1;5;9;1.25;0;0;0.4;0.4;0.444444444;0.666666667;0.9
320;0;999;139;11;22;27;15;0;3;5;16;0;2;3;0;4;3;140816;21;3;1;5;11;0.833333333;0;1;0;0.4;0;0.545454545;0
321;19;34;19;5;2;4;8;4;0;2;7;1;1;1;1;0;3;140826;12;0;1;4;8;1;0;1;0.5;0.75;0.5;0.75;1
322;43;18;46;10;2;6;8;4;0;2;18;2;1;2;6;3;1;140814;24;1;1;3;8;0.6;1;1;0.333333333;0.666666667;0.5;0.75;0.666666667
323;6;160;34;6;3;5;14;2;2;2;14;3;0;3;1;3;6;140830;8;3;3;9;14;1.8;0.333333333;0.666666667;0.222222222;0.444444444;0.142857143;0.428571429;1.555555556
324;1;546;33;1;6;1;12;0;3;0;14;0;2;1;d;d;4;140827;11;0;2;5;12;0.714285714;0;0;0;0.2;0;0.25;0
325;5;202;22;2;3;4;11;1;1;2;11;1;2;2;2;4;4;140826;12;2;2;5;11;0.833333333;0;0;0.2;0.4;0.090909091;0.363636364;2.2
326;3;242;41;11;3;4;14;4;0;1;3;0;0;0;d;5;4;140827;11;6;2;5;10;1;0;0;0;0;0.3;0.3;0
327;14;83;20;7;5;0;10;5;3;0;6;2;1;0;2;4;str;140718;51;0;0;3;7;0.75;0;0;0;0.333333333;0.142857143;0.571428571;0
328;2;289;74;8;12;12;12;2;0;2;18;1;2;2;0;0;1;140806;32;0;0;4;10;0.666666667;0;0;0.25;0.25;0.2;0.3;1.25
329;17;35;25;3;8;3;11;2;4;2;14;1;4;1;6;2;3;140829;9;3;1;5;8;1.666666667;0;1;0;0.4;0;0.5;0
330;4;226;24;2;6;4;11;1;4;0;12;1;2;4;2;0;0;140830;8;2;2;6;10;1.5;0;0;0.166666667;0.333333333;0.1;0.5;1.666666667
331;16;53;27;1;5;3;9;0;0;1;18;1;5;2;6;0;3;140826;12;1;2;4;9;0.8;0;0.5;0;0.25;0;0.111111111;0
332;2;339;25;5;5;1;14;1;3;1;10;3;2;0;4;str;7;140829;9;4;2;5;11;0.833333333;0;0;0.2;0.2;0.090909091;0.363636364;2.2
333;31;36;21;4;5;3;8;3;3;0;13;1;2;3;2;d;str;140801;37;6;0;4;9;0.8;0;0;0;0.5;0.333333333;0.666666667;0
334;17;49;17;4;2;0;8;3;1;0;9;1;1;0;1;2;0;140826;12;5;2;6;8;3;0;0.5;0.333333333;0.5;0.375;0.5;0.888888889
335;2;385;55;5;4;4;10;2;1;1;15;3;0;1;5;1;4;140823;15;0;1;5;9;1.25;0;0;0.2;0.4;0.222222222;0.444444444;0.9
336;0;999;86;2;3;10;12;0;0;1;18;0;0;2;0;8;8;140825;13;0;1;4;7;1.333333333;0;0;0;0;0;0;0
337;2;449;28;5;4;2;14;1;2;1;14;4;2;1;0;2;3;140823;15;0;2;4;11;0.571428571;0;1;0;0.5;0;0.272727273;0
338;0;999;90;9;8;11;14;0;0;1;21;1;0;3;6;0;8;140807;31;0;0;5;11;0.833333333;0;0;0;0;0;0.090909091;0
339;0;999;43;1;5;6;13;1;0;0;15;0;3;3;0;4;0;140805;33;0;0;4;11;0.571428571;0;0;0;0;0.090909091;0.090909091;0
340;1;831;19;2;2;3;13;1;2;2;6;1;0;1;6;0;0;140826;12;0;1;4;9;0.8;0;0;0;0.25;0;0.444444444;0
341;3;216;24;5;3;2;9;5;2;0;9;0;0;1;1;2;d;140831;7;3;2;5;9;1.25;0;0.5;0.4;0.6;0.555555556;0.777777778;0.72
342;0;999;70;6;8;8;15;3;1;1;18;1;3;2;1;0;6;140827;11;6;2;6;11;1.2;0;0;0.166666667;0.166666667;0.181818182;0.272727273;0.916666667
343;8;67;24;6;2;3;10;2;1;1;12;3;1;2;1;3;d;140820;18;d;1;5;10;1;0;0;0.2;0.4;0.2;0.4;1
344;1;527;33;5;4;6;7;1;0;2;13;3;0;3;0;0;4;140819;19;0;1;3;7;0.75;0;0;0;0;0.142857143;0.428571429;0
345;64;15;63;13;7;10;14;6;0;3;17;2;4;2;1;0;d;140813;25;1;1;4;12;0.5;0;0;0.25;0.25;0.5;0.666666667;0.5
346;2;251;72;10;9;9;16;0;6;1;21;4;2;4;2;5;0;140823;15;7;2;5;12;0.714285714;0;0;0;0.2;0;0.416666667;0
347;12;60;60;19;5;11;14;4;0;3;17;4;3;2;3;6;1;140829;9;4;2;6;10;1.5;0.5;0.5;0.166666667;0.333333333;0.2;0.4;0.833333333
348;1;966;74;10;7;7;9;2;1;0;23;5;1;2;1;2;1;140827;11;0;2;3;7;0.75;0.5;1;0.666666667;1;0.285714286;0.428571429;2.333333333
